tx_id,date,store_id,product_id,quantity,gross_sales,discount,net_sales,customers
2114,2024-04-15,4,102,55,275.0,13.75,261.25,100
2115,2024-04-15,4,201,13,325.0,0.0,325.0,100
2116,2024-04-15,4,202,7,350.0,0.0,350.0,100
2117,2024-04-15,5,101,79,237.0,0.0,237.0,121
2118,2024-04-15,5,102,80,400.0,20.0,380.0,121
2119,2024-04-15,5,201,18,450.0,0.0,450.0,121
2120,2024-04-15,5,202,20,1000.0,0.0,1000.0,121
2121,2024-04-16,1,101,37,111.0,0.0,111.0,60
2122,2024-04-16,1,102,40,200.0,0.0,200.0,60
2123,2024-04-16,1,201,5,125.0,0.0,125.0,60
2124,2024-04-16,1,202,7,350.0,0.0,350.0,60
2125,2024-04-16,2,101,50,150.0,3.0,147.0,97
2126,2024-04-16,2,102,58,290.0,14.5,275.5,97
2127,2024-04-16,2,201,9,225.0,11.25,213.75,97
2128,2024-04-16,2,202,19,950.0,0.0,950.0,97
2129,2024-04-16,3,101,67,201.0,4.02,196.98,104
2130,2024-04-16,3,102,74,370.0,7.4,362.6,104
2131,2024-04-16,3,201,12,300.0,0.0,300.0,104
2132,2024-04-16,3,202,13,650.0,0.0,650.0,104
2133,2024-04-16,4,101,67,201.0,0.0,201.0,90
2134,2024-04-16,4,102,55,275.0,0.0,275.0,90
2135,2024-04-16,4,201,12,300.0,0.0,300.0,90
2136,2024-04-16,4,202,11,550.0,11.0,539.0,90
2137,2024-04-16,5,101,64,192.0,0.0,192.0,97
2138,2024-04-16,5,102,53,265.0,5.3,259.7,97
2139,2024-04-16,5,201,14,350.0,17.5,332.5,97
2140,2024-04-16,5,202,7,350.0,0.0,350.0,97
2141,2024-04-17,1,101,64,192.0,0.0,192.0,86
2142,2024-04-17,1,102,28,140.0,0.0,140.0,86
2143,2024-04-17,1,201,12,300.0,0.0,300.0,86
2144,2024-04-17,1,202,8,400.0,20.0,380.0,86
2145,2024-04-17,2,101,55,165.0,0.0,165.0,89
2146,2024-04-17,2,102,55,275.0,13.75,261.25,89
2147,2024-04-17,2,201,9,225.0,0.0,225.0,89
2148,2024-04-17,2,202,11,550.0,0.0,550.0,89
2149,2024-04-17,3,101,107,321.0,0.0,321.0,152
2150,2024-04-17,3,102,101,505.0,0.0,505.0,152
2151,2024-04-17,3,201,19,475.0,0.0,475.0,152
2152,2024-04-17,3,202,28,1400.0,0.0,1400.0,152
2153,2024-04-17,4,101,37,111.0,2.22,108.78,83
2154,2024-04-17,4,102,45,225.0,0.0,225.0,83
2155,2024-04-17,4,201,11,275.0,0.0,275.0,83
2156,2024-04-17,4,202,10,500.0,0.0,500.0,83
2157,2024-04-17,5,101,102,306.0,6.12,299.88,145
2158,2024-04-17,5,102,97,485.0,0.0,485.0,145
2159,2024-04-17,5,201,25,625.0,0.0,625.0,145
2160,2024-04-17,5,202,19,950.0,19.0,931.0,145
2161,2024-04-18,1,101,39,117.0,0.0,117.0,72
2162,2024-04-18,1,102,58,290.0,0.0,290.0,72
2163,2024-04-18,1,201,8,200.0,0.0,200.0,72
2164,2024-04-18,1,202,10,500.0,0.0,500.0,72
2165,2024-04-18,2,101,51,153.0,7.65,145.35,95
2166,2024-04-18,2,102,60,300.0,0.0,300.0,95
2167,2024-04-18,2,201,11,275.0,0.0,275.0,95
2168,2024-04-18,2,202,13,650.0,0.0,650.0,95
2169,2024-04-18,3,101,105,315.0,0.0,315.0,158
2170,2024-04-18,3,102,99,495.0,9.9,485.1,158
2171,2024-04-18,3,201,15,375.0,0.0,375.0,158
2172,2024-04-18,3,202,19,950.0,0.0,950.0,158
2173,2024-04-18,4,101,47,141.0,0.0,141.0,85
2174,2024-04-18,4,102,55,275.0,0.0,275.0,85
2175,2024-04-18,4,201,9,225.0,0.0,225.0,85
2176,2024-04-18,4,202,8,400.0,0.0,400.0,85
2177,2024-04-18,5,101,105,315.0,15.75,299.25,124
2178,2024-04-18,5,102,78,390.0,7.8,382.2,124
2179,2024-04-18,5,201,15,375.0,0.0,375.0,124
2180,2024-04-18,5,202,24,1200.0,24.0,1176.0,124
2181,2024-04-19,1,101,56,168.0,0.0,168.0,89
2182,2024-04-19,1,102,52,260.0,5.2,254.8,89
2183,2024-04-19,1,201,10,250.0,12.5,237.5,89
2184,2024-04-19,1,202,11,550.0,0.0,550.0,89
2185,2024-04-19,2,101,63,189.0,0.0,189.0,88
2186,2024-04-19,2,102,55,275.0,13.75,261.25,88
2187,2024-04-19,2,201,6,150.0,0.0,150.0,88
2188,2024-04-19,2,202,8,400.0,8.0,392.0,88
2189,2024-04-19,3,101,114,342.0,0.0,342.0,146
2190,2024-04-19,3,102,102,510.0,0.0,510.0,146
2191,2024-04-19,3,201,23,575.0,0.0,575.0,146
2192,2024-04-19,3,202,19,950.0,0.0,950.0,146
2193,2024-04-19,4,101,35,105.0,2.1,102.9,92
2194,2024-04-19,4,102,55,275.0,0.0,275.0,92
2195,2024-04-19,4,201,9,225.0,0.0,225.0,92
2196,2024-04-19,4,202,16,800.0,40.0,760.0,92
2197,2024-04-19,5,101,104,312.0,0.0,312.0,150
2198,2024-04-19,5,102,111,555.0,0.0,555.0,150
2199,2024-04-19,5,201,19,475.0,0.0,475.0,150
2200,2024-04-19,5,202,20,1000.0,0.0,1000.0,150
2201,2024-04-20,1,101,82,246.0,0.0,246.0,117
2202,2024-04-20,1,102,60,300.0,0.0,300.0,117
2203,2024-04-20,1,201,9,225.0,0.0,225.0,117
2204,2024-04-20,1,202,9,450.0,0.0,450.0,117
2205,2024-04-20,2,101,55,165.0,0.0,165.0,93
2206,2024-04-20,2,102,58,290.0,0.0,290.0,93
2207,2024-04-20,2,201,10,250.0,0.0,250.0,93
2208,2024-04-20,2,202,17,850.0,42.5,807.5,93
2209,2024-04-20,3,101,90,270.0,0.0,270.0,152
2210,2024-04-20,3,102,107,535.0,0.0,535.0,152
2211,2024-04-20,3,201,22,550.0,0.0,550.0,152
2212,2024-04-20,3,202,27,1350.0,27.0,1323.0,152
2213,2024-04-20,4,101,71,213.0,0.0,213.0,120
2214,2024-04-20,4,102,77,385.0,7.7,377.3,120
2215,2024-04-20,4,201,20,500.0,25.0,475.0,120
2216,2024-04-20,4,202,12,600.0,0.0,600.0,120
2217,2024-04-20,5,101,113,339.0,0.0,339.0,162
2218,2024-04-20,5,102,117,585.0,0.0,585.0,162
2219,2024-04-20,5,201,20,500.0,0.0,500.0,162
2220,2024-04-20,5,202,15,750.0,0.0,750.0,162
2221,2024-04-21,1,101,67,201.0,0.0,201.0,115
2222,2024-04-21,1,102,58,290.0,5.8,284.2,115
2223,2024-04-21,1,201,7,175.0,0.0,175.0,115
2224,2024-04-21,1,202,24,1200.0,0.0,1200.0,115
2225,2024-04-21,2,101,68,204.0,0.0,204.0,119
2226,2024-04-21,2,102,66,330.0,0.0,330.0,119
2227,2024-04-21,2,201,14,350.0,0.0,350.0,119
2228,2024-04-21,2,202,20,1000.0,0.0,1000.0,119
2229,2024-04-21,3,101,113,339.0,0.0,339.0,158
2230,2024-04-21,3,102,117,585.0,29.25,555.75,158
2231,2024-04-21,3,201,25,625.0,0.0,625.0,158
2232,2024-04-21,3,202,15,750.0,0.0,750.0,158
2233,2024-04-21,4,101,61,183.0,0.0,183.0,95
2234,2024-04-21,4,102,67,335.0,16.75,318.25,95
2235,2024-04-21,4,201,14,350.0,0.0,350.0,95
2236,2024-04-21,4,202,12,600.0,12.0,588.0,95
2237,2024-04-21,5,101,85,255.0,0.0,255.0,147
2238,2024-04-21,5,102,110,550.0,0.0,550.0,147
2239,2024-04-21,5,201,28,700.0,0.0,700.0,147
2240,2024-04-21,5,202,22,1100.0,0.0,1100.0,147
2241,2024-04-22,1,101,66,198.0,0.0,198.0,110
2242,2024-04-22,1,102,71,355.0,0.0,355.0,110
2243,2024-04-22,1,201,15,375.0,0.0,375.0,110
2244,2024-04-22,1,202,14,700.0,0.0,700.0,110
2245,2024-04-22,2,101,54,162.0,8.1,153.9,92
2246,2024-04-22,2,102,67,335.0,0.0,335.0,92
2247,2024-04-22,2,201,10,250.0,5.0,245.0,92
2248,2024-04-22,2,202,6,300.0,0.0,300.0,92
2249,2024-04-22,3,101,86,258.0,0.0,258.0,117
2250,2024-04-22,3,102,99,495.0,0.0,495.0,117
2251,2024-04-22,3,201,19,475.0,9.5,465.5,117
2252,2024-04-22,3,202,16,800.0,0.0,800.0,117
2253,2024-04-22,4,101,52,156.0,0.0,156.0,86
2254,2024-04-22,4,102,55,275.0,13.75,261.25,86
2255,2024-04-22,4,201,7,175.0,0.0,175.0,86
2256,2024-04-22,4,202,13,650.0,0.0,650.0,86
2257,2024-04-22,5,101,67,201.0,4.02,196.98,93
2258,2024-04-22,5,102,64,320.0,0.0,320.0,93
2259,2024-04-22,5,201,13,325.0,0.0,325.0,93
2260,2024-04-22,5,202,5,250.0,12.5,237.5,93
2261,2024-04-23,1,101,59,177.0,3.54,173.46,77
2262,2024-04-23,1,102,45,225.0,4.5,220.5,77
2263,2024-04-23,1,201,10,250.0,0.0,250.0,77
2264,2024-04-23,1,202,11,550.0,11.0,539.0,77
2265,2024-04-23,2,101,49,147.0,0.0,147.0,86
2266,2024-04-23,2,102,62,310.0,0.0,310.0,86
2267,2024-04-23,2,201,14,350.0,0.0,350.0,86
2268,2024-04-23,2,202,8,400.0,0.0,400.0,86
2269,2024-04-23,3,101,73,219.0,0.0,219.0,122
2270,2024-04-23,3,102,70,350.0,0.0,350.0,122
2271,2024-04-23,3,201,18,450.0,0.0,450.0,122
2272,2024-04-23,3,202,12,600.0,12.0,588.0,122
2273,2024-04-23,4,101,67,201.0,0.0,201.0,116
2274,2024-04-23,4,102,68,340.0,0.0,340.0,116
2275,2024-04-23,4,201,18,450.0,0.0,450.0,116
2276,2024-04-23,4,202,12,600.0,0.0,600.0,116
2277,2024-04-23,5,101,73,219.0,0.0,219.0,117
2278,2024-04-23,5,102,81,405.0,0.0,405.0,117
2279,2024-04-23,5,201,19,475.0,0.0,475.0,117
2280,2024-04-23,5,202,16,800.0,0.0,800.0,117
2281,2024-04-24,1,101,49,147.0,0.0,147.0,75
2282,2024-04-24,1,102,41,205.0,0.0,205.0,75
2283,2024-04-24,1,201,7,175.0,0.0,175.0,75
2284,2024-04-24,1,202,11,550.0,0.0,550.0,75
2285,2024-04-24,2,101,43,129.0,2.58,126.42,93
2286,2024-04-24,2,102,49,245.0,0.0,245.0,93
2287,2024-04-24,2,201,16,400.0,0.0,400.0,93
2288,2024-04-24,2,202,11,550.0,0.0,550.0,93
2289,2024-04-24,3,101,98,294.0,14.7,279.3,125
2290,2024-04-24,3,102,80,400.0,0.0,400.0,125
2291,2024-04-24,3,201,15,375.0,0.0,375.0,125
2292,2024-04-24,3,202,12,600.0,0.0,600.0,125
2293,2024-04-24,4,101,61,183.0,9.15,173.85,93
2294,2024-04-24,4,102,65,325.0,16.25,308.75,93
2295,2024-04-24,4,201,13,325.0,0.0,325.0,93
2296,2024-04-24,4,202,17,850.0,0.0,850.0,93
2297,2024-04-24,5,101,96,288.0,5.76,282.24,137
2298,2024-04-24,5,102,101,505.0,0.0,505.0,137
2299,2024-04-24,5,201,26,650.0,32.5,617.5,137
2300,2024-04-24,5,202,27,1350.0,0.0,1350.0,137
2301,2024-04-25,1,101,69,207.0,10.35,196.65,96
2302,2024-04-25,1,102,48,240.0,0.0,240.0,96
2303,2024-04-25,1,201,11,275.0,0.0,275.0,96
2304,2024-04-25,1,202,9,450.0,0.0,450.0,96
2305,2024-04-25,2,101,22,66.0,0.0,66.0,59
2306,2024-04-25,2,102,26,130.0,0.0,130.0,59
2307,2024-04-25,2,201,7,175.0,0.0,175.0,59
2308,2024-04-25,2,202,7,350.0,0.0,350.0,59
2309,2024-04-25,3,101,66,198.0,0.0,198.0,91
2310,2024-04-25,3,102,70,350.0,7.0,343.0,91
2311,2024-04-25,3,201,14,350.0,0.0,350.0,91
2312,2024-04-25,3,202,12,600.0,12.0,588.0,91
2313,2024-04-25,4,101,69,207.0,0.0,207.0,105
2314,2024-04-25,4,102,67,335.0,6.7,328.3,105
2315,2024-04-25,4,201,9,225.0,0.0,225.0,105
2316,2024-04-25,4,202,9,450.0,9.0,441.0,105
2317,2024-04-25,5,101,88,264.0,0.0,264.0,119
2318,2024-04-25,5,102,88,440.0,8.8,431.2,119
2319,2024-04-25,5,201,18,450.0,0.0,450.0,119
2320,2024-04-25,5,202,18,900.0,0.0,900.0,119
2321,2024-04-26,1,101,45,135.0,0.0,135.0,91
2322,2024-04-26,1,102,56,280.0,14.0,266.0,91
2323,2024-04-26,1,201,11,275.0,5.5,269.5,91
2324,2024-04-26,1,202,12,600.0,12.0,588.0,91
2325,2024-04-26,2,101,54,162.0,8.1,153.9,81
2326,2024-04-26,2,102,43,215.0,0.0,215.0,81
2327,2024-04-26,2,201,9,225.0,0.0,225.0,81
2328,2024-04-26,2,202,5,250.0,0.0,250.0,81
2329,2024-04-26,3,101,85,255.0,0.0,255.0,122
2330,2024-04-26,3,102,93,465.0,0.0,465.0,122
2331,2024-04-26,3,201,17,425.0,0.0,425.0,122
2332,2024-04-26,3,202,23,1150.0,0.0,1150.0,122
2333,2024-04-26,4,101,46,138.0,0.0,138.0,84
2334,2024-04-26,4,102,51,255.0,5.1,249.9,84
2335,2024-04-26,4,201,3,75.0,0.0,75.0,84
2336,2024-04-26,4,202,11,550.0,0.0,550.0,84
2337,2024-04-26,5,101,123,369.0,7.38,361.62,143
2338,2024-04-26,5,102,93,465.0,0.0,465.0,143
2339,2024-04-26,5,201,18,450.0,9.0,441.0,143
2340,2024-04-26,5,202,20,1000.0,0.0,1000.0,143
2341,2024-04-27,1,101,59,177.0,0.0,177.0,103
2342,2024-04-27,1,102,70,350.0,0.0,350.0,103
2343,2024-04-27,1,201,14,350.0,0.0,350.0,103
2344,2024-04-27,1,202,17,850.0,0.0,850.0,103
2345,2024-04-27,2,101,72,216.0,0.0,216.0,83
2346,2024-04-27,2,102,51,255.0,0.0,255.0,83
2347,2024-04-27,2,201,11,275.0,0.0,275.0,83
2348,2024-04-27,2,202,10,500.0,0.0,500.0,83
2349,2024-04-27,3,101,101,303.0,0.0,303.0,119
2350,2024-04-27,3,102,87,435.0,0.0,435.0,119
2351,2024-04-27,3,201,21,525.0,0.0,525.0,119
2352,2024-04-27,3,202,7,350.0,0.0,350.0,119
2353,2024-04-27,4,101,65,195.0,0.0,195.0,128
2354,2024-04-27,4,102,83,415.0,0.0,415.0,128
2355,2024-04-27,4,201,16,400.0,0.0,400.0,128
2356,2024-04-27,4,202,11,550.0,27.5,522.5,128
2357,2024-04-27,5,101,119,357.0,0.0,357.0,179
2358,2024-04-27,5,102,140,700.0,0.0,700.0,179
2359,2024-04-27,5,201,34,850.0,0.0,850.0,179
2360,2024-04-27,5,202,21,1050.0,0.0,1050.0,179
2361,2024-04-28,1,101,53,159.0,0.0,159.0,101
2362,2024-04-28,1,102,55,275.0,0.0,275.0,101
2363,2024-04-28,1,201,14,350.0,7.0,343.0,101
2364,2024-04-28,1,202,14,700.0,0.0,700.0,101
2365,2024-04-28,2,101,81,243.0,0.0,243.0,135
2366,2024-04-28,2,102,90,450.0,0.0,450.0,135
2367,2024-04-28,2,201,18,450.0,0.0,450.0,135
2368,2024-04-28,2,202,21,1050.0,21.0,1029.0,135
2369,2024-04-28,3,101,143,429.0,0.0,429.0,212
2370,2024-04-28,3,102,136,680.0,0.0,680.0,212
2371,2024-04-28,3,201,23,575.0,0.0,575.0,212
2372,2024-04-28,3,202,28,1400.0,28.0,1372.0,212
2373,2024-04-28,4,101,66,198.0,0.0,198.0,111
2374,2024-04-28,4,102,76,380.0,0.0,380.0,111
2375,2024-04-28,4,201,14,350.0,7.0,343.0,111
2376,2024-04-28,4,202,9,450.0,0.0,450.0,111
2377,2024-04-28,5,101,147,441.0,8.82,432.18,202
2378,2024-04-28,5,102,133,665.0,0.0,665.0,202
2379,2024-04-28,5,201,35,875.0,0.0,875.0,202
2380,2024-04-28,5,202,32,1600.0,32.0,1568.0,202
2381,2024-04-29,1,101,52,156.0,0.0,156.0,89
2382,2024-04-29,1,102,62,310.0,0.0,310.0,89
2383,2024-04-29,1,201,4,100.0,5.0,95.0,89
2384,2024-04-29,1,202,9,450.0,9.0,441.0,89
2385,2024-04-29,2,101,57,171.0,8.55,162.45,109
2386,2024-04-29,2,102,57,285.0,0.0,285.0,109
2387,2024-04-29,2,201,13,325.0,0.0,325.0,109
2388,2024-04-29,2,202,11,550.0,0.0,550.0,109
2389,2024-04-29,3,101,72,216.0,0.0,216.0,116
2390,2024-04-29,3,102,82,410.0,0.0,410.0,116
2391,2024-04-29,3,201,19,475.0,9.5,465.5,116
2392,2024-04-29,3,202,23,1150.0,0.0,1150.0,116
2393,2024-04-29,4,101,75,225.0,0.0,225.0,104
2394,2024-04-29,4,102,67,335.0,0.0,335.0,104
2395,2024-04-29,4,201,12,300.0,0.0,300.0,104
2396,2024-04-29,4,202,11,550.0,0.0,550.0,104
2397,2024-04-29,5,101,69,207.0,0.0,207.0,95
2398,2024-04-29,5,102,53,265.0,0.0,265.0,95
2399,2024-04-29,5,201,13,325.0,0.0,325.0,95
2400,2024-04-29,5,202,8,400.0,0.0,400.0,95
2401,2024-04-30,1,101,37,111.0,0.0,111.0,75
2402,2024-04-30,1,102,52,260.0,0.0,260.0,75
2403,2024-04-30,1,201,5,125.0,6.25,118.75,75
2404,2024-04-30,1,202,13,650.0,13.0,637.0,75
2405,2024-04-30,2,101,44,132.0,2.64,129.36,85
2406,2024-04-30,2,102,54,270.0,0.0,270.0,85
2407,2024-04-30,2,201,9,225.0,0.0,225.0,85
2408,2024-04-30,2,202,9,450.0,9.0,441.0,85
2409,2024-04-30,3,101,74,222.0,4.44,217.56,110
2410,2024-04-30,3,102,74,370.0,0.0,370.0,110
2411,2024-04-30,3,201,11,275.0,5.5,269.5,110
2412,2024-04-30,3,202,19,950.0,19.0,931.0,110
2413,2024-04-30,4,101,63,189.0,0.0,189.0,97
2414,2024-04-30,4,102,66,330.0,6.6,323.4,97
2415,2024-04-30,4,201,8,200.0,10.0,190.0,97
2416,2024-04-30,4,202,7,350.0,0.0,350.0,97
2417,2024-04-30,5,101,85,255.0,0.0,255.0,128
2418,2024-04-30,5,102,83,415.0,0.0,415.0,128
2419,2024-04-30,5,201,22,550.0,27.5,522.5,128
2420,2024-04-30,5,202,27,1350.0,27.0,1323.0,128
2421,2024-05-01,1,101,55,165.0,0.0,165.0,87
2422,2024-05-01,1,102,44,220.0,0.0,220.0,87
2423,2024-05-01,1,201,14,350.0,0.0,350.0,87
2424,2024-05-01,1,202,9,450.0,0.0,450.0,87
2425,2024-05-01,2,101,58,174.0,0.0,174.0,102
2426,2024-05-01,2,102,60,300.0,6.0,294.0,102
2427,2024-05-01,2,201,11,275.0,0.0,275.0,102
2428,2024-05-01,2,202,11,550.0,27.5,522.5,102
2429,2024-05-01,3,101,97,291.0,5.82,285.18,143
2430,2024-05-01,3,102,108,540.0,27.0,513.0,143
2431,2024-05-01,3,201,22,550.0,0.0,550.0,143
2432,2024-05-01,3,202,18,900.0,18.0,882.0,143
2433,2024-05-01,4,101,53,159.0,0.0,159.0,84
2434,2024-05-01,4,102,52,260.0,0.0,260.0,84
2435,2024-05-01,4,201,11,275.0,0.0,275.0,84
2436,2024-05-01,4,202,16,800.0,0.0,800.0,84
2437,2024-05-01,5,101,101,303.0,0.0,303.0,151
2438,2024-05-01,5,102,87,435.0,0.0,435.0,151
2439,2024-05-01,5,201,16,400.0,8.0,392.0,151
2440,2024-05-01,5,202,21,1050.0,0.0,1050.0,151
2441,2024-05-02,1,101,47,141.0,2.82,138.18,84
2442,2024-05-02,1,102,44,220.0,0.0,220.0,84
2443,2024-05-02,1,201,11,275.0,5.5,269.5,84
2444,2024-05-02,1,202,9,450.0,0.0,450.0,84
2445,2024-05-02,2,101,38,114.0,2.28,111.72,76
2446,2024-05-02,2,102,51,255.0,0.0,255.0,76
2447,2024-05-02,2,201,11,275.0,0.0,275.0,76
2448,2024-05-02,2,202,9,450.0,0.0,450.0,76
2449,2024-05-02,3,101,93,279.0,5.58,273.42,140
2450,2024-05-02,3,102,85,425.0,0.0,425.0,140
2451,2024-05-02,3,201,22,550.0,0.0,550.0,140
2452,2024-05-02,3,202,18,900.0,18.0,882.0,140
2453,2024-05-02,4,101,65,195.0,3.9,191.1,85
2454,2024-05-02,4,102,47,235.0,0.0,235.0,85
2455,2024-05-02,4,201,6,150.0,0.0,150.0,85
2456,2024-05-02,4,202,8,400.0,0.0,400.0,85
2457,2024-05-02,5,101,72,216.0,0.0,216.0,115
2458,2024-05-02,5,102,91,455.0,0.0,455.0,115
2459,2024-05-02,5,201,22,550.0,0.0,550.0,115
2460,2024-05-02,5,202,14,700.0,0.0,700.0,115
2461,2024-05-03,1,101,49,147.0,0.0,147.0,95
2462,2024-05-03,1,102,70,350.0,0.0,350.0,95
2463,2024-05-03,1,201,15,375.0,18.75,356.25,95
2464,2024-05-03,1,202,9,450.0,0.0,450.0,95
2465,2024-05-03,2,101,69,207.0,0.0,207.0,84
2466,2024-05-03,2,102,48,240.0,0.0,240.0,84
2467,2024-05-03,2,201,7,175.0,0.0,175.0,84
2468,2024-05-03,2,202,11,550.0,0.0,550.0,84
2469,2024-05-03,3,101,96,288.0,5.76,282.24,132
2470,2024-05-03,3,102,90,450.0,0.0,450.0,132
2471,2024-05-03,3,201,19,475.0,0.0,475.0,132
2472,2024-05-03,3,202,29,1450.0,29.0,1421.0,132
2473,2024-05-03,4,101,40,120.0,0.0,120.0,91
2474,2024-05-03,4,102,62,310.0,0.0,310.0,91
2475,2024-05-03,4,201,16,400.0,0.0,400.0,91
2476,2024-05-03,4,202,7,350.0,0.0,350.0,91
2477,2024-05-03,5,101,105,315.0,0.0,315.0,116
2478,2024-05-03,5,102,64,320.0,0.0,320.0,116
2479,2024-05-03,5,201,17,425.0,0.0,425.0,116
2480,2024-05-03,5,202,18,900.0,0.0,900.0,116
2481,2024-05-04,1,101,75,225.0,0.0,225.0,118
2482,2024-05-04,1,102,65,325.0,16.25,308.75,118
2483,2024-05-04,1,201,7,175.0,0.0,175.0,118
2484,2024-05-04,1,202,16,800.0,0.0,800.0,118
2485,2024-05-04,2,101,47,141.0,0.0,141.0,88
2486,2024-05-04,2,102,61,305.0,0.0,305.0,88
2487,2024-05-04,2,201,9,225.0,0.0,225.0,88
2488,2024-05-04,2,202,7,350.0,0.0,350.0,88
2489,2024-05-04,3,101,105,315.0,0.0,315.0,147
2490,2024-05-04,3,102,95,475.0,0.0,475.0,147
2491,2024-05-04,3,201,15,375.0,0.0,375.0,147
2492,2024-05-04,3,202,22,1100.0,0.0,1100.0,147
2493,2024-05-04,4,101,55,165.0,0.0,165.0,98
2494,2024-05-04,4,102,51,255.0,12.75,242.25,98
2495,2024-05-04,4,201,18,450.0,0.0,450.0,98
2496,2024-05-04,4,202,9,450.0,0.0,450.0,98
2497,2024-05-04,5,101,118,354.0,7.08,346.92,159
2498,2024-05-04,5,102,119,595.0,0.0,595.0,159
2499,2024-05-04,5,201,19,475.0,9.5,465.5,159
2500,2024-05-04,5,202,13,650.0,32.5,617.5,159
2501,2024-05-05,1,101,57,171.0,0.0,171.0,91
2502,2024-05-05,1,102,62,310.0,6.2,303.8,91
2503,2024-05-05,1,201,12,300.0,0.0,300.0,91
2504,2024-05-05,1,202,4,200.0,0.0,200.0,91
2505,2024-05-05,2,101,66,198.0,0.0,198.0,107
2506,2024-05-05,2,102,71,355.0,7.1,347.9,107
2507,2024-05-05,2,201,16,400.0,0.0,400.0,107
2508,2024-05-05,2,202,19,950.0,0.0,950.0,107
2509,2024-05-05,3,101,132,396.0,0.0,396.0,176
2510,2024-05-05,3,102,124,620.0,12.4,607.6,176
2511,2024-05-05,3,201,18,450.0,0.0,450.0,176
2512,2024-05-05,3,202,20,1000.0,0.0,1000.0,176
2513,2024-05-05,4,101,73,219.0,0.0,219.0,142
2514,2024-05-05,4,102,84,420.0,0.0,420.0,142
2515,2024-05-05,4,201,22,550.0,0.0,550.0,142
2516,2024-05-05,4,202,14,700.0,0.0,700.0,142
2517,2024-05-05,5,101,104,312.0,15.6,296.4,147
2518,2024-05-05,5,102,114,570.0,0.0,570.0,147
2519,2024-05-05,5,201,19,475.0,0.0,475.0,147
2520,2024-05-05,5,202,10,500.0,0.0,500.0,147
2521,2024-05-06,1,101,44,132.0,0.0,132.0,82
2522,2024-05-06,1,102,57,285.0,0.0,285.0,82
2523,2024-05-06,1,201,10,250.0,12.5,237.5,82
2524,2024-05-06,1,202,9,450.0,22.5,427.5,82
2525,2024-05-06,2,101,52,156.0,0.0,156.0,92
2526,2024-05-06,2,102,57,285.0,14.25,270.75,92
2527,2024-05-06,2,201,10,250.0,0.0,250.0,92
2528,2024-05-06,2,202,22,1100.0,0.0,1100.0,92
2529,2024-05-06,3,101,104,312.0,0.0,312.0,145
2530,2024-05-06,3,102,110,550.0,0.0,550.0,145
2531,2024-05-06,3,201,21,525.0,0.0,525.0,145
2532,2024-05-06,3,202,27,1350.0,27.0,1323.0,145
2533,2024-05-06,4,101,68,204.0,0.0,204.0,89
2534,2024-05-06,4,102,59,295.0,0.0,295.0,89
2535,2024-05-06,4,201,11,275.0,13.75,261.25,89
2536,2024-05-06,4,202,9,450.0,0.0,450.0,89
2537,2024-05-06,5,101,73,219.0,0.0,219.0,119
2538,2024-05-06,5,102,75,375.0,0.0,375.0,119
2539,2024-05-06,5,201,13,325.0,6.5,318.5,119
2540,2024-05-06,5,202,12,600.0,0.0,600.0,119
2541,2024-05-07,1,101,58,174.0,3.48,170.52,84
2542,2024-05-07,1,102,56,280.0,5.6,274.4,84
2543,2024-05-07,1,201,12,300.0,0.0,300.0,84
2544,2024-05-07,1,202,10,500.0,0.0,500.0,84
2545,2024-05-07,2,101,55,165.0,0.0,165.0,89
2546,2024-05-07,2,102,54,270.0,0.0,270.0,89
2547,2024-05-07,2,201,4,100.0,2.0,98.0,89
2548,2024-05-07,2,202,12,600.0,30.0,570.0,89
2549,2024-05-07,3,101,77,231.0,0.0,231.0,99
2550,2024-05-07,3,102,63,315.0,0.0,315.0,99
2551,2024-05-07,3,201,16,400.0,20.0,380.0,99
2552,2024-05-07,3,202,12,600.0,0.0,600.0,99
2553,2024-05-07,4,101,50,150.0,0.0,150.0,75
2554,2024-05-07,4,102,43,215.0,0.0,215.0,75
2555,2024-05-07,4,201,9,225.0,0.0,225.0,75
2556,2024-05-07,4,202,14,700.0,14.0,686.0,75
2557,2024-05-07,5,101,92,276.0,5.52,270.48,138
2558,2024-05-07,5,102,99,495.0,0.0,495.0,138
2559,2024-05-07,5,201,19,475.0,0.0,475.0,138
2560,2024-05-07,5,202,27,1350.0,27.0,1323.0,138
2561,2024-05-08,1,101,45,135.0,2.7,132.3,100
2562,2024-05-08,1,102,67,335.0,6.7,328.3,100
2563,2024-05-08,1,201,12,300.0,0.0,300.0,100
2564,2024-05-08,1,202,15,750.0,0.0,750.0,100
2565,2024-05-08,2,101,57,171.0,3.42,167.58,73
2566,2024-05-08,2,102,47,235.0,0.0,235.0,73
2567,2024-05-08,2,201,10,250.0,0.0,250.0,73
2568,2024-05-08,2,202,10,500.0,0.0,500.0,73
2569,2024-05-08,3,101,96,288.0,0.0,288.0,137
2570,2024-05-08,3,102,91,455.0,22.75,432.25,137
2571,2024-05-08,3,201,23,575.0,11.5,563.5,137
2572,2024-05-08,3,202,21,1050.0,0.0,1050.0,137
2573,2024-05-08,4,101,74,222.0,0.0,222.0,109
2574,2024-05-08,4,102,65,325.0,0.0,325.0,109
2575,2024-05-08,4,201,11,275.0,13.75,261.25,109
2576,2024-05-08,4,202,15,750.0,15.0,735.0,109
